workflow_id,workflow_length,number_of_agents,workflow_depth,execution_time,cost,retry_count,success,parallel_enabled,mutation_type_encoded,fitness
Application_1519229956,41,6,16,744683.665,6000,6,0.5,0,0,47.92
Application_1520375133,38,9,17,927611.884,28525,6,0.6666666666666667,0,0,52.12
Application_1520553542,21,3,13,2743440.357,25000,2,0.5,0,0,48.43
Application_1522035466,24,4,13,2652684.073,10000,3,0.6666666666666667,0,0,54.39
Application_152741327,31,5,13,2874564.197,30000,5,0.5,0,0,41.88
Application_1529124572,43,9,18,2227382.264,5000,8,0.19999999999999996,0,0,32.66
Application_1530322400,62,10,18,2915158.331,5000,16,0.6,0,0,47.84
Application_1534280400,26,5,14,1219850.753,15000,4,0.33333333333333337,0,0,41.03
Application_153538723,44,8,18,4332301.884,5000,10,0.25,0,0,32.63
Application_1535675187,89,9,18,1101343.611,8500,22,0.7,0,0,54.53
Application_1537110918,49,7,18,795794.436,15000,7,0.4285714285714286,0,0,44.14
Application_1538441067,40,8,16,2061163.788,10500,7,0.5,0,0,44.46
Application_1541161276,43,9,16,1112094.851,5000,11,0.33333333333333337,0,0,40.11
Application_1542850991,27,5,16,566629.7,6250,3,0.33333333333333337,0,0,46.07
Application_1542922978,31,6,13,4007287.846,16000,5,0.5,0,0,41.99
Application_1545993826,56,12,18,1598797.676,12000,14,0.33333333333333337,0,0,38.45
Application_1546754076,64,12,18,1466846.562,15000,12,0.2222222222222222,0,0,34.02
Application_1547844908,55,9,17,1033644.601,40000,10,0.1428571428571429,0,0,29.92
Application_1548782450,45,10,16,3883467.257,26400,12,0.25,0,0,31.25
Application_1549089757,57,13,18,744085.984,8000,12,0.1428571428571429,0,0,33.48
Application_1549864001,39,6,17,1374879.231,44000,7,0.25,0,0,33.01
Application_1550105314,37,8,16,1099597.635,20000,8,0.33333333333333337,0,0,38.95
Application_1552817671,30,5,11,4209667.579,9000,2,0.5,0,0,48.4
Application_1553362978,30,6,13,5002442.615,12000,3,0.0,0,0,25.63
Application_1553446113,23,4,13,2909257.733,5000,3,0.5,0,0,47.85
Application_1554288279,35,8,16,828961.414,5000,6,0.75,0,0,57.68
Application_1555832622,45,9,18,935781.567,5000,10,0.4,0,0,43.31
Application_1558527814,25,4,13,4030897.817,5000,2,0.5,0,0,48.85
Application_1559203034,25,3,13,2717726.199,20000,2,0.5,0,0,48.85
Application_1559270931,28,6,16,820675.478,6000,4,0.0,0,0,29.63
Application_1560596102,18,3,11,2658109.288,0,2,0.5,0,0,50.52
Application_1562279625,56,12,18,1000387.642,10500,12,0.4285714285714286,0,0,43.81
Application_1562741414,26,5,16,1258136.667,10000,3,0.0,0,0,30.0
Application_1562990453,30,7,16,1548997.739,5000,5,0.0,0,0,25.77
Application_1563935994,65,9,16,1215928.35,20000,20,0.4,0,0,41.31
Application_1565167497,28,6,16,934321.923,5000,4,0.0,0,0,29.31
Application_1565253423,12,2,8,19758.828,0,1,1.0,0,0,87.47
Application_1569654923,27,5,14,616384.424,25000,5,0.0,0,0,26.98
Application_1569845993,30,5,14,1113368.973,0,6,0.33333333333333337,0,0,40.51
Application_1572207328,47,10,18,2013894.582,23500,10,0.19999999999999996,0,0,31.49
Application_1575122096,52,9,20,1173900.919,5000,10,0.19999999999999996,0,0,34.61
Application_1582681407,32,7,17,1368207.803,20000,4,0.0,0,0,26.95
Application_158313942,20,4,11,2650697.733,0,3,0.5,0,0,48.53
Application_1588116542,25,4,13,4103770.401,14000,2,0.5,0,0,48.08
Application_1588453219,47,10,16,2619432.283,42500,12,0.75,0,0,51.17
Application_1588619628,32,4,13,4914278.104,24000,3,0.6666666666666667,0,0,51.39
Application_1589119859,30,6,13,2761163.977,30000,6,0.6666666666666667,0,0,48.67
Application_1591209374,55,9,18,968679.759,5000,13,0.6,0,0,51.2
Application_1591415690,28,6,16,1614512.497,6000,4,0.0,0,0,27.56
Application_1593275377,38,9,13,2716032.015,30000,10,0.5,0,0,42.06
Application_1596259876,53,10,19,944272.821,5000,11,0.19999999999999996,0,0,35.28
Application_1597473147,20,3,13,2666479.352,15000,2,0.0,0,0,29.31
Application_1598894275,37,8,16,1738568.16,18000,8,0.25,0,0,34.38
Application_1600150028,33,7,16,3379284.832,20000,4,0.33333333333333337,0,0,37.52
Application_1601041346,51,11,18,872868.998,15000,12,0.19999999999999996,0,0,34.72
Application_1602626150,21,3,13,2755020.107,20000,2,0.5,0,0,48.81
Application_1603124379,61,12,19,840154.438,13000,11,0.4285714285714286,0,0,44.14
Application_1607028451,63,9,16,949488.782,20000,15,0.5714285714285714,0,0,48.92
Application_1609703275,43,8,18,664765.563,5500,8,0.19999999999999996,0,0,36.31
Application_1609863098,40,6,16,3190906.213,15000,8,0.19999999999999996,0,0,30.76
Application_1610515534,32,5,13,4036942.571,8000,4,0.0,0,0,24.61
Application_1612474218,29,5,13,4364559.341,5000,4,0.33333333333333337,0,0,37.94
Application_1613424593,54,11,19,1359127.535,18000,12,0.0,0,0,25.13
Application_1616009132,32,6,16,1524261.121,0,5,0.5,0,0,46.22
Application_1616410992,26,5,13,4391644.995,10000,3,0.0,0,0,26.19
Application_1616900126,56,11,19,1086574.972,37500,10,0.0,0,0,24.25
Application_1617180019,47,9,19,2082514.073,20000,9,0.5,0,0,43.67
Application_161868482,62,9,18,1444820.379,15000,15,0.8571428571428572,0,0,59.47
Application_1620409659,83,13,18,1373560.154,25000,21,0.33333333333333337,0,0,37.87
Application_1620828737,41,7,18,837639.871,25000,7,0.19999999999999996,0,0,34.04
Application_1622901437,74,12,19,3250312.599,7500,14,0.6,0,0,47.31
Application_162342266,72,8,16,4055641.639,0,18,0.5,0,0,43.23
Application_1624036826,32,6,13,4487806.354,10000,5,0.6666666666666667,0,0,48.79
Application_1624825294,48,12,18,3188578.704,5000,11,0.6,0,0,47.57
Application_1626640901,27,6,14,615488.562,12000,5,0.0,0,0,28.02
Application_1629784556,54,9,19,2045675.686,48000,11,0.4,0,0,37.48
Application_1631137033,124,15,18,2235371.53,20000,39,0.4545454545454546,0,0,41.63
Application_163280222,28,5,16,751856.094,25000,4,0.0,0,0,28.37
Application_1634651522,62,14,18,2949993.396,7500,16,0.6,0,0,47.6
Application_163777174,63,11,18,1610585.158,11000,13,0.7142857142857143,0,0,53.74
Application_1639687553,61,11,17,2900226.45,0,15,0.5,0,0,44.26
Application_1640008006,38,9,16,766400.785,5000,8,0.5,0,0,47.91
Application_1643165806,34,9,16,4200709.266,15000,7,0.0,0,0,21.93
Application_1644702343,67,13,18,1109558.815,13000,14,0.11111111111111116,0,0,30.59
Application_1645236489,33,6,11,2325121.975,23000,2,0.5,0,0,49.09
Application_1645963200,33,6,14,625411.055,7000,7,0.6666666666666667,0,0,55.04
Application_1648789246,30,5,14,1125528.51,17500,6,0.33333333333333337,0,0,39.08
Application_1649139732,18,3,11,2648874.78,0,2,0.5,0,0,50.53
Application_1650844500,88,14,18,4371714.61,27000,23,0.4444444444444444,0,0,38.62
Application_1657807370,30,7,14,602982.124,27750,6,0.33333333333333337,0,0,40.16
Application_1660185664,51,11,16,4264397.94,0,11,0.5,0,0,43.08
Application_1661120161,33,6,14,953788.2,27500,7,0.6666666666666667,0,0,52.11
Application_1662197696,31,6,16,866965.432,5000,5,0.25,0,0,37.54
Application_1666984263,18,3,13,248118.468,25000,1,0.0,0,0,37.75
Application_1669670154,27,5,16,746135.313,5000,3,0.33333333333333337,0,0,45.33
Application_1670143620,20,4,11,2657406.891,25000,3,0.5,0,0,46.52
Application_1674281629,32,6,15,269119.957,30000,5,0.33333333333333337,0,0,42.44
Application_1675166178,44,11,18,1312539.935,15000,9,0.0,0,0,25.47
Application_1679363646,41,7,13,4144073.549,11000,4,0.0,0,0,24.29
Application_167944225,34,8,16,622232.462,8000,7,0.0,0,0,28.31
Application_1684474347,34,6,13,2985658.189,5000,9,0.0,0,0,23.77
Application_1685403223,24,4,14,1205998.902,7000,3,0.33333333333333337,0,0,43.71
Application_1687910953,28,6,16,858784.766,5700,4,0.0,0,0,29.51
Application_1688279534,41,10,13,1081796.81,7000,11,1.0,0,0,66.7
Application_1689648120,44,7,16,923007.893,25000,11,0.6666666666666667,0,0,52.41
Application_1691306052,31,7,15,530018.225,10000,5,0.6666666666666667,0,0,55.31
Application_1691541069,31,6,16,652349.876,0,5,0.25,0,0,38.81
Application_16918887,30,4,15,334640.099,0,4,0.33333333333333337,0,0,46.18
Application_1692006952,43,7,16,951391.234,29000,9,0.4,0,0,41.34
Application_1696031128,25,4,14,623912.078,20000,4,0.0,0,0,29.34
Application_1697094390,37,8,16,1524959.313,10000,8,0.33333333333333337,0,0,38.75
Application_1698374359,33,6,14,1020847.262,49000,7,0.6666666666666667,0,0,50.19
Application_1699757505,51,10,20,859859.718,6000,8,0.19999999999999996,0,0,35.48
Application_1699815319,29,6,16,707586.242,10000,4,0.33333333333333337,0,0,43.09
Application_1701145006,30,4,13,2827588.518,5000,4,0.6666666666666667,0,0,52.6
Application_1701710358,47,7,16,611302.287,0,7,0.5714285714285714,0,0,51.86
Application_1702060008,51,8,18,756787.372,20000,9,0.19999999999999996,0,0,34.75
Application_1703059556,22,4,11,3622731.546,10000,2,0.5,0,0,48.78
Application_1705432175,29,5,14,677214.811,0,5,0.6666666666666667,0,0,55.36
Application_1708364219,32,7,16,1184363.36,15000,6,0.0,0,0,25.79
Application_1709293384,25,4,13,3786872.717,16000,2,0.5,0,0,48.16
Application_1710223761,22,4,13,2738233.431,11000,3,0.0,0,0,27.55
Application_1713826686,40,7,16,1256866.231,15000,10,0.0,0,0,25.61
Application_1714277479,31,5,16,669488.631,5000,5,0.25,0,0,38.33
Application_1719274647,36,5,16,960066.277,18000,6,0.19999999999999996,0,0,34.19
Application_1719978147,39,9,18,1262723.909,8000,8,0.0,0,0,26.15
Application_1720509792,45,9,16,1475765.264,0,9,0.0,0,0,26.32
Application_1723028098,31,7,16,1797412.153,25000,5,0.33333333333333337,0,0,37.05
Application_1723779444,27,4,13,4873902.853,5000,3,0.5,0,0,46.27
Application_1724196691,18,3,11,2633662.906,0,2,0.5,0,0,50.55
Application_1729322307,41,10,11,3865773.532,0,6,0.0,0,0,23.38
Application_1730592826,40,9,16,2013639.644,20000,8,0.19999999999999996,0,0,31.77
Application_1732317464,45,6,17,841929.095,30300,8,0.6,0,0,49.6
Application_1732998095,56,9,16,662414.979,0,11,0.25,0,0,38.76
Application_1733714116,43,10,18,1071408.485,7500,9,0.4,0,0,42.69
Application_1735003572,39,8,16,1647544.019,10000,9,0.33333333333333337,0,0,38.51
Application_1736729099,27,4,14,666129.086,5000,4,0.6666666666666667,0,0,57.01
Application_1738753926,27,5,16,790774.751,5000,3,0.33333333333333337,0,0,45.15
Application_1739261375,48,9,16,924947.635,10000,9,0.6,0,0,50.94
Application_173998060,35,6,17,751743.542,10000,5,0.33333333333333337,0,0,40.91
Application_1740302556,29,6,13,2787505.065,50000,6,0.33333333333333337,0,0,33.71
Application_174120790,22,4,11,4105435.337,8000,2,0.5,0,0,48.56
Application_1744454993,51,8,18,841615.099,15000,10,0.8,0,0,58.83
Application_1746133767,28,6,16,737598.18,20000,4,0.0,0,0,28.83
Application_1746503349,55,10,18,2810408.895,27500,13,0.6,0,0,46.15
Application_1746793196,84,17,19,2331837.395,5000,22,0.5,0,0,44.52
Application_1747078975,67,13,19,938820.799,17000,14,0.375,0,0,41.34
Application_1747572025,22,5,13,1034426.523,12500,3,0.0,0,0,30.4
Application_1750437642,19,3,13,84364.045,7000,1,0.5,0,0,62.49
Application_1751378977,67,13,16,1382211.734,15000,15,0.2857142857142857,0,0,36.74
Application_1754646859,24,4,13,4873154.695,10000,2,0.0,0,0,27.87
Application_1754943309,24,5,13,179068.278,10000,4,0.0,0,0,33.95
Application_1755216521,24,5,13,3099378.732,50000,4,0.0,0,0,22.05
Application_1760683579,60,7,18,778183.501,5000,12,0.5714285714285714,0,0,50.73
Application_1761650363,18,3,11,2658568.626,20000,2,0.5,0,0,48.92
Application_1762026731,55,10,18,763821.2,15000,10,0.4285714285714286,0,0,44.27
Application_1762711881,20,4,11,2735714.316,37500,3,0.5,0,0,45.43
Application_1763558826,29,5,16,316709.913,0,4,0.25,0,0,43.01
Application_1764180224,81,12,19,3452911.016,6000,18,0.1428571428571429,0,0,28.96
Application_1764491475,22,4,13,2737867.654,15000,3,0.0,0,0,27.23
Application_1765204099,34,7,17,883907.42,8300,5,0.0,0,0,27.22
Application_1766102598,36,7,16,649552.744,0,6,0.19999999999999996,0,0,36.82
Application_1767756144,34,6,17,1064101.227,15000,5,0.0,0,0,26.11
Application_1771304108,31,5,14,731704.575,0,5,0.6666666666666667,0,0,55.12
Application_1772525219,26,5,14,768907.957,0,4,0.33333333333333337,0,0,43.64
Application_1777080449,45,9,18,773602.227,5500,9,0.19999999999999996,0,0,35.85
Application_1777521893,50,9,16,1109302.893,8000,10,0.1428571428571429,0,0,32.26
Application_1777551382,18,3,11,2666645.931,8000,2,0.5,0,0,49.87
Application_1778663922,43,10,16,927357.849,5500,10,0.75,0,0,57.29
Application_1778791004,49,9,16,1157642.9,15000,14,0.33333333333333337,0,0,39.19
Application_1779355171,48,9,16,1291496.482,0,11,0.6,0,0,50.72
Application_1779939197,56,10,16,1471295.223,0,15,0.6,0,0,50.33
Application_178025821,56,8,18,1600628.72,50000,10,0.6666666666666667,0,0,48.74
Application_1784350386,48,9,16,1216388.778,42500,11,0.6,0,0,47.51
Application_1786310164,21,3,13,2688873.461,15000,2,0.5,0,0,49.29
Application_1786874274,24,2,14,25207.335,0,3,0.33333333333333337,0,0,56.06
Application_1787371920,42,9,16,856691.093,23500,9,0.19999999999999996,0,0,34.1
Application_1787716134,45,10,18,1053828.726,6000,9,0.19999999999999996,0,0,34.86
Application_1791187926,30,5,13,4798948.352,5000,3,0.5,0,0,46.32
Application_1793665913,28,6,13,3767510.797,5000,4,0.0,0,0,25.06
Application_1793939874,26,5,13,3163850.619,5000,5,0.0,0,0,23.59
Application_1794275041,33,6,13,4191258.136,5000,2,0.5,0,0,48.73
Application_1799006807,52,12,18,3199725.27,16000,13,0.75,0,0,52.68
Application_1800077559,38,7,17,1000035.413,14000,7,0.0,0,0,26.38
Application_1800788442,38,6,16,609286.094,25000,8,0.6666666666666667,0,0,53.68
Application_1800870760,38,7,17,1454897.787,45000,6,0.5,0,0,42.76
Application_180547487,59,10,18,935552.938,6000,12,0.4285714285714286,0,0,44.37
Application_1806387393,38,6,16,847272.916,5000,7,0.8,0,0,59.61
Application_1807260077,41,11,14,713128.367,15000,12,0.0,0,0,27.33
Application_1807570830,44,9,18,2039325.307,14000,9,0.0,0,0,24.21
Application_1807951250,44,7,16,843275.605,22000,6,0.4285714285714286,0,0,43.41
Application_1811684691,35,7,16,944580.899,22000,7,0.33333333333333337,0,0,39.25
Application_1812038441,35,3,16,417146.362,0,4,0.8,0,0,64.17
Application_1812218858,41,8,16,1207492.048,16000,10,0.25,0,0,35.65
Application_1813174327,49,10,16,1195977.689,20000,13,0.0,0,0,25.36
Application_1814221815,34,9,16,768086.966,20000,7,0.0,0,0,26.71
Application_1814433442,52,9,18,1113566.458,6000,11,0.6666666666666667,0,0,53.36
Application_182125093,45,9,18,660043.168,25000,9,0.19999999999999996,0,0,34.77
Application_1823402778,35,6,18,968918.723,15000,3,0.33333333333333337,0,0,43.73
Application_1823621137,44,9,18,1214141.609,5500,9,0.0,0,0,26.47
Application_1825104006,38,6,13,4963270.542,15000,3,0.0,0,0,25.42
Application_1825891896,24,4,14,526650.35,0,3,0.33333333333333337,0,0,46.79
Application_1825972191,64,10,20,3991388.214,15000,10,0.5714285714285714,0,0,44.94
Application_1826649266,32,5,13,3858553.689,10000,5,0.6666666666666667,0,0,49.25
Application_1829687885,40,8,16,1222264.142,19000,7,0.6,0,0,49.37
Application_1830688036,40,8,17,780034.967,18000,6,0.19999999999999996,0,0,34.82
Application_1832081539,101,11,18,2078316.199,30000,21,0.6666666666666667,0,0,49.54
Application_1832254057,44,6,16,670486.621,50000,9,0.6,0,0,48.72
Application_1833362956,71,13,17,1716884.226,0,18,0.2857142857142857,0,0,37.28
Application_1833979489,50,8,17,572238.134,0,10,0.4,0,0,45.21
Application_1835401493,50,12,18,1571032.974,8000,11,0.33333333333333337,0,0,38.82
Application_1837644768,20,4,11,2760033.95,50000,3,0.5,0,0,44.41
Application_1838732360,18,3,11,2647917.169,5000,2,0.5,0,0,50.13
Application_184080124,34,7,16,772196.357,0,6,0.5,0,0,48.29
Application_1841789315,69,14,18,1246917.247,5000,17,0.4285714285714286,0,0,43.57
Application_1844611671,26,6,14,5263904.454,5000,3,0.0,0,0,26.04
Application_1845547664,46,9,19,873835.294,9000,8,0.16666666666666663,0,0,33.86
Application_1846626914,38,9,18,963058.86,5000,7,0.25,0,0,37.22
Application_1848036697,42,11,16,1228803.266,250000,11,0.0,0,0,6.88
Application_1848603655,24,5,13,2789548.365,6300,4,0.0,0,0,25.87
Application_1853222107,36,10,16,1188227.025,19763,7,0.5,0,0,45.4
Application_1853330214,53,9,16,763314.394,30000,14,0.4,0,0,41.93
Application_1854554571,58,12,18,1270359.163,5000,14,0.5714285714285714,0,0,49.23
Application_1854801140,36,5,13,4794227.295,8750,4,0.33333333333333337,0,0,37.36
Application_1859043344,56,8,17,3558567.625,10000,11,0.6,0,0,46.83
Application_1859638703,58,11,19,708484.978,15000,13,0.5,0,0,47.35
Application_1861587055,19,3,13,327881.002,5000,1,0.5,0,0,58.5
Application_1863611182,27,4,13,2760685.691,30000,5,0.5,0,0,42.01
Application_1865699548,49,10,17,843860.569,8000,10,0.4,0,0,43.38
Application_1867648545,51,9,19,1652804.265,45000,10,0.4,0,0,38.37
Application_1867921610,21,3,13,2718885.686,50000,2,0.5,0,0,46.45
Application_1868808301,56,8,18,769400.14,10000,11,0.5,0,0,47.5
Application_1870161219,90,16,18,4897840.232,27400,28,0.2857142857142857,0,0,31.89
Application_1870524050,22,4,13,2736921.366,17000,3,0.0,0,0,27.07
Application_1870852554,34,7,16,1681802.826,5000,7,0.0,0,0,25.52
Application_1873297327,46,8,18,698420.466,30000,9,0.4,0,0,42.2
Application_1875938883,28,6,16,1266795.427,15000,3,0.5,0,0,49.58
Application_1876456626,79,12,19,1010854.763,10750,17,0.5,0,0,46.61
Application_1876770869,18,3,11,2669239.57,5000,2,0.5,0,0,50.11
Application_1878239836,32,7,16,849326.587,15000,5,0.6666666666666667,0,0,53.47
Application_1879718776,35,7,13,4212990.965,6589,3,0.33333333333333337,0,0,39.92
Application_1880024094,20,4,11,2804811.877,6000,3,0.5,0,0,47.88
Application_1881425780,23,4,13,595039.407,8500,3,0.5,0,0,52.41
Application_1884385405,29,6,16,450731.889,10000,4,0.33333333333333337,0,0,44.47
Application_1885478669,41,8,16,1277987.77,15000,10,0.33333333333333337,0,0,38.89
Application_1885772834,70,13,18,1950977.894,25000,14,0.4444444444444444,0,0,41.24
Application_1886382319,22,4,11,4831896.887,11000,2,0.5,0,0,47.82
Application_189085643,48,9,19,1108551.27,15000,8,0.19999999999999996,0,0,33.99
Application_1891076145,72,8,18,847807.458,15000,16,0.25,0,0,36.81
Application_1892186837,37,6,16,279468.278,5000,5,0.8,0,0,62.99
Application_189453653,46,10,19,3664663.663,25000,9,0.25,0,0,31.54
Application_1898813636,28,5,13,4641513.489,5000,3,0.6666666666666667,0,0,53.09
Application_1898882436,41,9,18,927135.853,5000,9,0.0,0,0,27.33
Application_1899463053,77,14,20,4022755.074,25000,17,0.375,0,0,36.26
Application_1902262189,57,7,16,1880145.301,19000,15,0.8,0,0,56.06
Application_1903580067,39,6,18,1101777.204,5000,5,0.6,0,0,50.81
Application_1905015342,28,4,17,561871.766,7500,2,0.5,0,0,54.66
Application_1905063150,68,9,17,1464435.359,0,13,0.5714285714285714,0,0,49.2
Application_1909606806,51,9,19,1621286.283,40000,9,0.4,0,0,38.83
Application_190984886,45,8,19,686145.185,15000,7,0.19999999999999996,0,0,35.45
Application_1910304791,39,9,16,651221.525,15000,8,0.0,0,0,27.61
Application_1911804233,25,4,13,2825970.216,20000,4,0.33333333333333337,0,0,38.07
Application_1916415976,52,9,18,856352.482,5500,10,0.0,0,0,27.54
Application_1922956945,27,5,13,2804098.912,7500,5,0.5,0,0,43.76
Application_1925488368,92,16,19,3155721.085,16500,18,0.5454545454545454,0,0,44.5
Application_1926826475,54,10,17,7320360.624,20000,12,0.8,0,0,51.83
Application_1930081074,35,7,18,1167821.792,5000,6,0.0,0,0,26.63
Application_1930449097,18,3,11,2645808.631,20000,2,0.5,0,0,48.94
Application_1930715945,24,5,13,2839763.89,35000,4,0.0,0,0,23.52
Application_1931792282,20,4,13,189377.27,7000,2,0.0,0,0,38.02
Application_1932260488,44,13,16,1474360.084,5000,11,0.5,0,0,45.92
Application_19324985,25,6,13,682386.509,8000,4,0.33333333333333337,0,0,43.36
Application_1933550065,53,6,13,5006213.65,13500,4,0.5,0,0,43.51
Application_1938300690,33,8,16,936773.019,45000,6,0.33333333333333337,0,0,37.44
Application_19385579,38,8,16,2175717.02,0,7,0.19999999999999996,0,0,33.13
Application_193978070,46,10,18,868696.233,35000,10,0.6,0,0,49.13
Application_1940130892,37,8,17,1310634.606,50000,6,0.33333333333333337,0,0,36.01
Application_1942048129,39,7,17,1360151.331,6000,4,0.0,0,0,28.09
Application_1943199357,31,7,16,692242.552,50000,5,0.33333333333333337,0,0,37.96
Application_1944285638,33,6,16,782855.35,7000,5,0.75,0,0,57.69
Application_1944782361,36,6,13,4209527.211,5000,3,0.6666666666666667,0,0,53.39
Application_1945220465,35,7,18,1368390.403,10000,5,0.25,0,0,35.75
Application_1946236735,43,8,16,1284625.037,16000,9,0.4,0,0,41.46
Application_1946341989,23,4,13,2674118.583,10000,3,0.5,0,0,47.7
Application_1946680177,88,13,18,1961407.345,25000,23,0.4,0,0,39.45
Application_1947598060,35,6,17,1226900.53,25000,5,0.25,0,0,34.88
Application_1947648225,43,8,13,6978001.514,22000,9,0.5,0,0,39.82
Application_1947668470,31,7,14,1192297.806,20000,7,0.0,0,0,25.37
Application_1948430603,33,7,16,1075395.37,6000,5,0.75,0,0,56.8
Application_1950841165,32,6,16,662837.475,5000,6,0.0,0,0,28.36
Application_1952122293,52,10,18,3030969.702,18500,11,0.6,0,0,46.64
Application_1953406738,29,7,13,4806436.864,5000,4,0.33333333333333337,0,0,37.65
Application_1955133403,51,11,19,3194709.915,5000,9,0.0,0,0,23.56
Application_1955246402,35,7,16,1169306.294,20000,6,0.75,0,0,55.43
Application_1955353500,43,8,16,1441865.004,20000,9,0.4,0,0,40.79
Application_1959715736,34,7,16,766834.672,10000,6,0.5,0,0,47.51
Application_1961881671,41,6,14,1057476.226,0,11,0.5,0,0,47.33
Application_1962066192,78,13,18,3866029.388,0,20,0.125,0,0,28.38
Application_1962860870,31,4,15,611657.265,6000,5,0.33333333333333337,0,0,41.86
Application_1963292434,55,10,18,1159829.767,17500,12,0.33333333333333337,0,0,38.98
Application_196483749,30,4,12,5003337.792,10000,2,0.5,0,0,47.79
Application_1966208034,25,4,13,2728411.27,40000,4,0.5,0,0,43.24
Application_1966727878,28,4,15,1033280.847,15000,3,0.33333333333333337,0,0,43.54
Application_1973046230,43,9,16,1030268.415,20300,11,0.33333333333333337,0,0,39.12
Application_1974173610,28,5,13,953881.616,10000,3,0.6666666666666667,0,0,57.51
Application_1975387772,40,8,18,770936.867,5000,7,0.0,0,0,27.9
Application_1975617123,57,9,20,926711.472,17500,12,0.4,0,0,42.34
Application_1976912656,20,4,11,2663102.921,30000,3,0.5,0,0,46.12
Application_1977901141,49,9,18,1700391.216,30000,11,0.19999999999999996,0,0,31.48
Application_197857824,53,10,16,3501029.799,32500,11,0.625,0,0,46.08
Application_1978782813,111,12,16,3649438.739,0,30,0.3076923076923077,0,0,35.86
Application_1978903514,43,9,18,1044590.59,15000,7,0.5,0,0,46.17
Application_1979284304,53,9,16,508236.13,0,11,0.5,0,0,49.57
Application_1979402314,34,6,14,4797768.664,13250,3,0.0,0,0,25.66
Application_1979616665,29,5,13,3004924.665,7500,6,0.5,0,0,43.55
Application_1980450039,24,4,13,2916075.271,29000,4,0.0,0,0,23.92
Application_1981969728,41,10,18,1533448.109,40000,8,0.4,0,0,39.0
Application_1982597468,26,4,14,515998.367,50000,3,0.25,0,0,39.52
Application_1984100244,58,12,19,1349672.931,50000,12,0.5,0,0,42.59
Application_1989400270,28,4,13,4449283.358,10000,2,0.5,0,0,48.15
Application_1998350808,23,4,13,2816279.761,21800,3,0.5,0,0,46.6
Application_1999238509,68,11,16,2004441.522,10000,14,0.5555555555555556,0,0,46.8
Application_200000547,97,13,19,4293704.034,6000,25,0.5555555555555556,0,0,44.8
Application_2001432089,53,13,18,1597013.52,15000,13,0.19999999999999996,0,0,32.88
Application_2002564265,22,5,13,245364.1,5000,3,0.0,0,0,35.39
Application_2003843374,78,13,18,1431670.778,7250,19,0.2222222222222222,0,0,34.72
Application_2005183817,38,6,18,530921.037,0,4,0.6,0,0,55.43
Application_2006366791,74,13,17,4114768.797,17700,15,0.33333333333333337,0,0,35.11
Application_2012524282,49,9,18,673561.758,5000,8,0.1428571428571429,0,0,34.02
Application_2012588584,50,8,17,2158234.399,0,10,0.6,0,0,49.16
Application_2013806316,35,6,16,821431.274,5000,7,0.33333333333333337,0,0,41.04
Application_2014123088,22,4,13,2669178.351,15000,3,0.0,0,0,27.31
Application_2014483796,27,5,13,3758198.287,6500,3,0.5,0,0,46.95
Application_2015287405,26,5,13,4995258.621,15000,3,0.0,0,0,25.4
Application_2016133951,41,9,18,776698.298,6500,7,0.19999999999999996,0,0,35.75
Application_201625919,46,8,18,1818378.054,25000,9,0.4,0,0,39.68
Application_2026697951,40,7,17,846624.241,15000,7,0.6666666666666667,0,0,53.48
Application_2027498551,24,4,14,621071.707,0,3,0.33333333333333337,0,0,46.29
Application_2032309445,63,13,19,3954408.202,6000,13,0.5,0,0,42.83
Application_2033211562,43,9,19,1274687.772,6000,8,0.0,0,0,26.28
Application_2034439290,45,8,17,592942.015,7500,7,0.19999999999999996,0,0,36.5
Application_2034562541,31,5,16,592452.137,25000,5,0.25,0,0,37.1
Application_2035768049,28,6,14,1126621.727,15000,5,0.33333333333333337,0,0,39.27
Application_2039099639,30,5,11,3966192.87,8000,2,0.5,0,0,48.66
Application_2039499576,32,8,14,1041895.395,40000,7,0.33333333333333337,0,0,37.51
Application_2040345264,30,6,14,1199727.419,42500,5,0.75,0,0,53.55
Application_2040511284,26,5,11,2239448.748,5500,2,0.5,0,0,50.6
Application_2040532180,37,7,16,976099.887,10000,6,0.33333333333333337,0,0,40.11
Application_2049529862,56,12,18,1384825.761,10000,12,0.0,0,0,25.71
Application_2053020199,104,17,18,2298380.09,30000,24,0.4444444444444444,0,0,40.34
Application_2055987002,26,5,14,779284.114,15000,4,0.33333333333333337,0,0,42.4
Application_2056535850,18,3,11,1713553.504,40000,2,0.5,0,0,48.66
Application_2059945768,49,9,18,1447582.725,30000,9,0.4,0,0,39.98
Application_2062932311,41,8,18,861680.738,10000,7,0.19999999999999996,0,0,35.16
Application_2063036518,33,8,14,661745.522,0,8,0.0,0,0,28.76
Application_2063334713,112,19,16,2408924.554,7000,35,0.09090909090909094,1,0,27.9
Application_2064431358,25,4,13,4083941.814,6000,2,0.5,0,0,48.73
Application_2065677935,49,9,18,1759558.097,50000,10,0.6,0,0,45.78
Application_2068443797,27,5,13,4882331.434,13500,3,0.5,0,0,45.59
Application_2070389081,44,6,16,836048.517,30000,7,0.6,0,0,49.65
Application_2071622465,55,10,19,2414440.925,8000,9,0.5,0,0,44.17
Application_2072694343,61,11,20,2288977.467,16000,13,0.16666666666666663,0,0,30.36
Application_2078020265,38,9,16,752671.662,10000,6,0.6666666666666667,0,0,54.24
